XBTUSD BGN Curncy,Date,Last Price,Closing Price 1d ago,
42393,2016-01-24,402.04,#N/A N/A,
42394,2016-01-25,391.32,379.03,
42395,2016-01-26,393.13,391.32,
42396,2016-01-27,394.65,393.13,
42397,2016-01-28,382.23,394.65,
42398,2016-01-29,375.2,382.23,
42400,2016-01-31,377.29,#N/A N/A,
42401,2016-02-01,370.15,375.2,
42402,2016-02-02,373.43,370.15,
42403,2016-02-03,368.69,373.43,
42404,2016-02-04,386.84,368.69,
42405,2016-02-05,384.88,386.84,
42407,2016-02-07,373.72,#N/A N/A,
42408,2016-02-08,372.42,384.88,
42409,2016-02-09,373.34,372.42,
42410,2016-02-10,377.64,373.34,
42411,2016-02-11,375.13,377.64,
42412,2016-02-12,381.62,375.13,
42414,2016-02-14,399.74,#N/A N/A,
42415,2016-02-15,396.13,381.62,
42416,2016-02-16,405.53,396.13,
42417,2016-02-17,418.59,405.53,
42418,2016-02-18,419.82,418.59,
42419,2016-02-19,418.69,419.82,
42421,2016-02-21,437.68,#N/A N/A,
42422,2016-02-22,437.25,418.69,
42423,2016-02-23,420.56,437.25,
42424,2016-02-24,423.4,420.56,
42425,2016-02-25,423.27,423.4,
42426,2016-02-26,423.96,423.27,
42428,2016-02-28,433.46,#N/A N/A,
42429,2016-02-29,433.91,423.96,
42430,2016-03-01,431.38,433.91,
42431,2016-03-02,428.02,431.38,
42432,2016-03-03,419.91,428.02,
42433,2016-03-04,411.29,419.91,
42435,2016-03-06,406.64,#N/A N/A,
42436,2016-03-07,411.91,411.29,
42437,2016-03-08,411.36,411.91,
42438,2016-03-09,411.43,411.36,
42439,2016-03-10,416.14,411.43,
42440,2016-03-11,418.65,416.14,
42442,2016-03-13,412.74,#N/A N/A,
42443,2016-03-14,413.78,418.65,
42444,2016-03-15,415.07,413.78,
42445,2016-03-16,416.63,415.07,
42446,2016-03-17,418.37,416.63,
42447,2016-03-18,405.78,418.37,
42449,2016-03-20,411.06,#N/A N/A,
42450,2016-03-21,410.76,405.78,
42451,2016-03-22,416.84,410.76,
42452,2016-03-23,418.16,416.84,
42453,2016-03-24,416.06,418.16,
42454,2016-03-25,415.92,416.06,
42456,2016-03-27,424.4,#N/A N/A,
42457,2016-03-28,421.98,415.92,
42458,2016-03-29,414.96,421.98,
42459,2016-03-30,413.53,414.96,
42460,2016-03-31,416.85,413.53,
42461,2016-04-01,416.64,416.85,
42463,2016-04-03,419.32,#N/A N/A,
42464,2016-04-04,419,416.64,
42465,2016-04-05,421.94,419,
42466,2016-04-06,421.83,421.94,
42467,2016-04-07,422,421.83,
42468,2016-04-08,419.34,422,
42470,2016-04-10,421.83,#N/A N/A,
42471,2016-04-11,422.98,419.34,
42472,2016-04-12,425.37,422.98,
42473,2016-04-13,424.6,425.37,
42474,2016-04-14,424.94,424.6,
42475,2016-04-15,429.79,424.94,
42477,2016-04-17,428.1,#N/A N/A,
42478,2016-04-18,428.56,429.79,
42479,2016-04-19,432.64,428.56,
42480,2016-04-20,442.82,432.64,
42481,2016-04-21,451.13,442.82,
42482,2016-04-22,448.56,451.13,
42484,2016-04-24,463.96,#N/A N/A,
42485,2016-04-25,468.5,448.56,
42486,2016-04-26,469.1,468.5,
42487,2016-04-27,454,469.1,
42488,2016-04-28,449.71,454,
42489,2016-04-29,455.15,449.71,
42491,2016-05-01,452.39,#N/A N/A,
42492,2016-05-02,446.11,455.15,
42493,2016-05-03,450.66,446.11,
42494,2016-05-04,447.39,450.66,
42495,2016-05-05,448.67,447.39,
42496,2016-05-06,462.1,448.67,
42498,2016-05-08,458.76,#N/A N/A,
42499,2016-05-09,462.13,462.1,
42500,2016-05-10,454.51,462.13,
42501,2016-05-11,452.52,454.51,
42502,2016-05-12,452.69,452.52,
42503,2016-05-13,456.15,452.69,
42505,2016-05-15,457.77,#N/A N/A,
42506,2016-05-16,453.16,456.15,
42507,2016-05-17,453.66,453.16,
42508,2016-05-18,454.69,453.66,
42509,2016-05-19,443.06,454.69,
42510,2016-05-20,441.56,443.06,
42512,2016-05-22,439.36,#N/A N/A,
42513,2016-05-23,442.31,441.56,
42514,2016-05-24,444.83,442.31,
42515,2016-05-25,448.14,444.83,
42516,2016-05-26,453,448.14,
42517,2016-05-27,470.89,453,
42519,2016-05-29,531.22,#N/A N/A,
42520,2016-05-30,531.25,470.89,
42521,2016-05-31,521.74,531.25,
42522,2016-06-01,535.91,521.74,
42523,2016-06-02,536.28,535.91,
42524,2016-06-03,576.55,536.28,
42526,2016-06-05,574.51,#N/A N/A,
42527,2016-06-06,581.67,576.55,
42528,2016-06-07,577.68,581.67,
42529,2016-06-08,579.79,577.68,
42530,2016-06-09,575.46,579.79,
42531,2016-06-10,578.98,575.46,
42533,2016-06-12,664.18,#N/A N/A,
42534,2016-06-13,690,578.98,
42535,2016-06-14,689.56,690,
42536,2016-06-15,693.44,689.56,
42537,2016-06-16,762.67,693.44,
42538,2016-06-17,754.37,762.67,
